classes	fitness	bias_r	bias_z	bias_h	weight_xr	weight_xz	weight_xh	weight_hr	weight_hz	weight_hh	bias_rw	conn0	conn1	conn2
NP	1.0	-2.23542	1.50092	0.35592	0.23933	0.91095	-1.08969	-1.09864	0.98065	0.50136	-1.95521	-2.03467	6.0	-5.22937
NP	1.0	-2.23542	1.50092	0.35592	0.26382	0.91095	-1.08969	-1.06516	1.03256	0.63118	-1.95521	-2.03467	6.0	-5.22937
NP	1.0	-2.23542	1.50092	0.35592	0.26382	0.91095	-1.08969	-1.19866	1.04498	0.63118	-1.95521	-2.03467	6.0	-5.22937
NP	1.0	-3.0	1.50092	0.35592	0.37739	0.92122	-1.08969	-1.80708	1.04498	1.24739	-1.95521	-2.03467	6.0	-5.22937
NP	1.0	-1.39443	1.77788	0.39868	-1.369	1.29471	-1.00152	1.90494	0.63086	0.27702	-1.95521	-1.50578	6.0	-5.77437
NP	1.0	-1.68098	1.50708	0.39868	-1.54578	1.22123	-1.00152	1.92097	0.70004	0.35596	-2.04147	-1.50578	6.0	-5.26042
NP	1.0	-1.39443	1.73673	0.39868	-1.23592	1.0422	-0.95221	1.99934	0.63369	0.27702	-1.95521	-1.50578	6.0	-5.53425
NN	1.0	2.61798	1.60876	-0.23465	1.27043	-0.11726	0.83807	-1.56878	-1.48046	-0.13635	-0.49734	-1.46197	-5.73927	-4.04338
NN	1.0	2.5034	1.13583	-0.23465	1.43156	-0.39602	0.83807	0.14924	-1.46777	-0.13635	-0.49734	-1.46197	-5.73927	-4.04338
NN	1.0	2.61798	1.13583	-0.23465	1.43156	-0.63086	0.83807	-1.28938	-1.5906	-0.13635	-0.49734	-1.46197	-5.73927	-4.04338
NN	1.0	2.61798	1.13583	-0.23465	1.43156	-0.54482	0.83807	-1.87303	-1.74412	-0.13635	-0.49734	-1.46197	-5.73927	-4.04338
NN	1.0	2.61798	1.13583	-0.23465	1.43156	-0.52916	0.83807	-1.80015	-1.74412	-0.13635	-0.49734	-1.46197	-5.73927	-4.04338
NN	1.0	2.72643	1.13583	-0.23465	1.43156	-0.63086	0.83807	-1.28938	-1.5906	-0.13635	-0.49734	-1.46197	-5.73927	-4.04338
NN	1.0	2.61798	1.13583	-0.23465	1.32339	-0.54482	0.83807	-2.17741	-1.74412	-0.13635	-0.49734	-1.46197	-5.73927	-4.04338
NN	1.0	2.61798	1.13583	-0.23465	1.43156	-0.54482	0.83807	-0.38149	-1.74412	-0.13635	-0.49734	-1.46197	-5.73927	-4.04338
NN	1.0	2.61798	1.13583	-0.23465	1.41129	-0.54482	0.83807	-2.27009	-1.74412	-0.13635	-0.49734	-1.46197	-5.73927	-4.04338
NN	1.0	1.78412	1.13583	-0.23465	1.43156	-0.54482	0.83807	-1.87303	-1.86751	-0.13635	-0.49734	-1.46197	-5.73927	-4.04338
NN	1.0	2.55346	1.13583	-0.23465	1.68137	-0.50135	0.83807	-1.87303	-1.86751	-0.13422	-0.49734	-1.46197	-5.73927	-4.04338
NP	1.0	2.70469	1.7224	-1.17954	1.88893	-1.55539	-1.64855	-0.10989	-1.22815	-2.22772	1.76415	-2.81016	3.18293	-2.29886
NP	1.0	3.0	1.7224	-1.17954	1.88893	-1.579	-1.64855	-0.20009	-1.83386	-2.22772	1.76415	-2.81016	3.18293	-2.29886
NP	1.0	2.70469	1.7224	-1.17954	1.88893	-1.579	-1.64855	-0.20009	-1.83386	-2.22772	1.76415	-2.81016	3.18293	-2.29886
PN	1.0	0.9186	2.00135	1.60313	1.20928	0.83449	-2.19297	-1.10705	-0.30534	-1.36264	1.68074	3.25323	-1.64857	-2.62935
PN	1.0	0.9186	2.00135	1.60313	1.38843	0.83449	-2.19297	-1.08784	-0.06145	-1.46802	1.68074	3.25323	-1.64857	-2.62935
PN	1.0	0.9186	2.00135	1.60313	1.48685	0.77332	-2.19297	-1.10705	-0.30534	-1.36264	1.68074	3.25323	-1.64857	-2.62935
PN	1.0	0.9186	2.00135	1.60313	1.47974	0.77332	-2.19297	-1.10705	-0.30534	-1.36264	1.68074	3.25323	-1.64857	-2.62935
PN	1.0	0.9186	2.00135	1.60313	1.48685	0.77332	-2.19297	-1.10705	-0.59522	-1.36264	1.68074	3.25323	-1.64857	-2.62935
PN	1.0	0.9186	2.00135	1.60313	1.38843	0.83449	-2.19297	-1.08784	-0.25445	-1.46802	1.68074	3.25323	-1.64857	-2.62935
PN	1.0	0.9186	2.00135	1.60313	1.43428	0.77332	-2.19297	-0.99393	-0.30534	-1.36264	1.68074	3.25323	-1.64857	-2.62935
PN	1.0	1.16256	2.00135	1.60313	1.27152	0.77332	-2.19297	-1.10705	-0.30534	-1.63028	1.68074	3.25323	-1.64857	-2.62935
PN	1.0	0.9186	2.00135	1.60313	1.68937	0.77332	-2.19297	-0.99393	-0.63912	-1.36264	1.68074	3.25323	-1.64857	-2.62935
PN	1.0	0.9186	2.00135	1.60313	1.68937	0.77332	-2.19297	-0.99393	-0.63912	-1.42251	1.68074	3.25323	-1.64857	-2.62935
PN	1.0	0.9186	2.00135	1.60313	1.43428	0.77332	-2.19297	-0.99956	-0.47141	-1.36264	1.68074	3.25323	-1.64857	-2.62935
PN	1.0	0.9186	2.00135	1.60313	1.43428	0.77332	-2.19297	-1.35433	-0.47141	-1.36264	1.68074	3.25323	-1.5642	-2.62935
PN	1.0	0.9186	2.00135	1.60313	1.68937	0.77332	-2.19297	-1.11085	-0.4386	-1.36264	1.68074	3.25323	-1.64857	-2.62935
PN	1.0	0.9186	2.00135	1.60313	1.54849	0.77332	-2.24293	-1.10705	-0.30534	-1.36264	1.68074	3.25323	-1.64857	-2.79146
PN	1.0	0.9186	2.00135	1.60313	1.28565	0.77332	-2.19297	-1.10705	-0.30534	-1.36264	1.68074	3.25323	-1.64857	-2.62935
PN	1.0	0.9186	1.97983	1.60313	1.32474	0.83449	-2.19297	-1.08784	-0.06145	-1.30334	1.68074	3.25323	-1.64857	-2.62935
PN	1.0	0.9948	2.00135	1.60313	1.54849	0.77332	-2.19297	-1.10705	-0.30534	-1.36264	1.68074	3.25323	-1.64857	-2.62935
PN	1.0	0.9186	2.00135	1.60313	1.68937	0.80121	-2.19297	-0.99393	-0.63912	-1.36264	1.68074	3.25323	-1.64857	-2.62935
PN	1.0	0.9186	2.00135	1.60313	1.54849	0.77332	-2.19297	-1.10705	-0.30534	-1.36264	1.68074	3.25323	-1.64857	-2.62935
PN	1.0	0.9186	2.00135	1.60313	1.48685	0.77332	-2.19297	-1.24985	-0.30534	-1.36264	1.68074	3.25323	-1.64857	-2.62935
PN	1.0	0.9186	2.00135	1.60313	1.68937	0.77332	-2.19297	-0.70949	-0.63912	-1.36264	1.68074	3.25323	-1.64857	-2.62935
PN	1.0	0.9186	2.00135	1.60313	1.68937	0.77332	-2.19297	-0.99393	-0.63912	-1.31753	1.68074	3.25323	-1.64857	-2.62935
PN	1.0	0.9186	2.00135	1.60313	1.64469	0.76294	-2.19297	-0.89542	-0.06145	-1.46802	1.68074	3.25323	-1.64857	-2.7533
PN	1.0	0.9186	2.00135	1.60313	1.48685	0.77332	-2.20275	-1.24985	-0.30534	-1.36264	1.68074	3.25323	-1.64857	-2.62935
PN	1.0	0.9186	2.00135	1.60313	0.54078	0.88425	-2.2311	-1.28404	-0.30534	-1.87585	1.68074	3.25323	-1.82225	-2.62935
PN	1.0	0.9186	2.00135	1.60313	0.54078	0.88425	-2.2311	-1.45809	-0.21948	-1.87585	1.68074	3.25323	-1.82225	-2.62935
PN	1.0	0.9186	2.00135	1.60313	1.48685	0.7363	-2.20275	-1.41265	-0.30534	-1.7581	1.68074	3.25323	-1.64857	-2.62935
PN	1.0	0.9186	2.00135	1.60313	1.48685	0.77332	-2.20275	-1.41265	-0.30534	-1.60231	1.68074	3.25323	-1.64857	-2.62935
PN	1.0	0.95085	2.00135	1.60313	0.54078	0.88425	-2.2311	-1.28404	-0.31543	-1.87585	1.68074	3.25323	-1.82225	-2.62935
PN	1.0	0.9186	1.96177	1.64493	1.64469	0.76294	-2.19297	-1.13699	-0.06145	-1.46802	1.68074	3.20245	-1.64857	-2.62935
PN	1.0	0.9186	2.00135	1.60313	0.54078	0.88425	-2.2311	-1.30166	-0.4766	-1.87585	1.68074	3.25323	-1.82225	-2.62935
PN	1.0	0.9186	2.00135	1.60313	0.24218	0.84258	-2.2311	-1.16647	-0.4766	-1.9284	1.68074	3.25323	-1.82225	-2.62935
PN	1.0	0.95085	2.00135	1.60313	0.54078	0.88425	-2.2311	-1.28404	-0.56059	-1.70271	1.68074	3.25323	-1.82225	-2.62935
PN	1.0	0.9186	2.00135	1.60313	1.39744	0.77332	-2.20275	-1.41231	-0.02773	-1.7581	1.68074	3.25323	-1.64857	-2.62935
PN	1.0	0.9186	2.00135	1.60313	0.24218	0.84258	-2.2311	-1.17702	-0.4766	-1.9284	1.68074	3.25323	-1.82225	-2.62935
PN	1.0	0.40062	2.00135	1.60313	1.15604	0.81037	-2.19297	-0.87505	-0.06145	-1.55941	1.68074	3.25323	-1.64857	-2.59292
PN	1.0	0.84896	1.98831	1.60313	1.06778	0.81037	-2.19297	-0.88787	-0.06145	-1.66363	1.68074	3.25323	-1.64857	-2.62935
PP	1.0	-1.60176	1.93765	-0.31715	2.24028	1.15568	1.44827	0.84007	3.00352	-0.30256	2.25006	0.77002	5.18892	-3.94095
PP	1.0	-1.60176	1.93765	-0.31715	2.24028	1.15568	1.44827	1.46845	3.00352	-0.30256	2.25006	0.77002	5.18892	-3.94095
PP	1.0	-1.60176	1.93765	-0.31715	2.24028	1.15568	1.44827	0.84007	3.00352	-0.56589	2.25006	0.77002	5.18892	-3.94095
PP	1.0	-1.60176	1.93765	-0.31715	2.18406	1.15568	1.44827	2.05973	2.89512	-0.42673	2.25006	0.77002	5.18892	-3.94095
PP	1.0	-1.60176	1.93765	-0.31715	2.14913	1.15568	1.44827	0.84007	3.00352	-0.30256	2.25006	0.77002	5.18892	-3.94095
PP	1.0	-0.71485	1.93765	-0.31715	2.24028	1.15568	1.44827	0.84007	3.67804	-0.30256	2.25006	0.77002	5.18892	-3.94095
PP	1.0	2.67133	1.26233	0.04111	0.43029	-0.31678	1.76725	-0.0944	2.26203	-0.01253	0.15682	0.96301	4.65634	-4.28497
PP	1.0	-1.47002	1.26233	0.04111	0.43029	-0.28804	1.76725	-0.0944	2.26203	-0.01253	0.15682	0.96301	4.65634	-4.27948
PP	1.0	-2.25967	1.26233	0.04111	0.43029	-0.28804	1.76725	-0.0944	2.26203	-0.01253	0.15682	0.96301	4.65634	-4.28497
PP	1.0	1.97055	1.26233	0.04111	0.62853	-0.28804	1.76725	-0.0944	2.26203	-0.01253	0.15682	0.96301	4.65634	-4.28497
PP	1.0	2.67133	1.26233	0.04111	0.43029	-0.28804	1.76725	-0.25222	2.26203	-0.01253	0.15682	0.96301	4.65634	-4.28497
PP	1.0	2.67133	1.26233	0.04111	0.43029	-0.31678	1.76725	-0.23619	2.26203	-0.01253	0.15682	0.96301	4.65634	-4.28497
PP	1.0	0.0632	1.26233	0.04111	0.3696	-0.31678	1.76725	-0.16134	2.3848	-0.01253	0.15682	0.96301	4.65634	-4.28497
PP	1.0	2.67133	1.26233	0.04111	0.43029	-0.31678	1.76725	-0.0944	2.2948	-0.01253	0.15682	0.96301	4.65634	-4.28497
PP	1.0	3.0	1.26233	0.04111	0.43029	-0.31678	1.76725	-0.98067	2.26203	-0.01253	0.15682	0.96301	4.65634	-4.28497
PP	1.0	2.67133	1.26233	0.04111	0.49324	-0.31678	1.76725	-0.1504	2.2334	-0.01253	0.15682	0.96301	4.65634	-4.28497
PP	1.0	2.67133	1.26233	0.04111	0.43029	-0.48326	1.76725	-0.0944	2.26203	-0.01253	0.15682	0.96301	4.65634	-4.28497
PP	1.0	2.67133	1.26233	0.04111	1.10577	-0.31678	1.76725	-0.17334	2.26203	-0.01253	0.15682	0.96301	4.65634	-4.28497
PP	1.0	2.67133	1.26233	0.04111	0.40262	-0.31678	1.76725	-0.0944	2.26203	-0.01253	0.15682	0.96301	4.65634	-4.28497
PP	1.0	2.76532	1.26233	0.04111	0.43029	-0.31678	1.76725	0.22336	2.26203	-0.01253	0.15682	0.96301	4.65634	-4.28497
PP	1.0	2.67133	1.26233	0.04111	0.43029	-0.31678	1.76725	-0.1474	2.26203	-0.01253	0.15682	0.96301	4.65634	-4.28497
PP	1.0	2.67133	1.35027	0.04111	0.43029	-0.31678	1.75479	0.11222	2.14326	-0.01253	0.15682	0.96301	4.65634	-4.28497
PP	1.0	2.67133	1.26233	0.04111	0.44837	-0.31678	1.76725	-0.0944	2.26203	-0.01253	0.15682	0.96301	4.65634	-4.28497
PP	1.0	2.67133	1.26233	0.04111	0.30802	-0.55047	1.68819	-0.2417	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.28497
PP	1.0	2.67133	1.26233	0.04111	0.42646	-0.89605	1.68819	-0.2417	2.4241	-0.01253	0.2102	0.96301	4.65634	-4.28497
PP	1.0	2.67133	1.26233	0.04111	0.30802	-0.94379	1.68819	-0.2417	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.44257
PP	1.0	2.67133	1.26233	0.04111	0.43029	-0.31678	1.7936	-0.0944	2.3848	-0.01253	0.15682	0.96301	4.65634	-4.28497
PP	1.0	2.67133	1.26233	0.04111	0.43029	-0.44475	1.76725	-0.0944	2.3848	-0.01253	0.15682	0.96301	4.65634	-4.28497
PP	1.0	2.67133	1.26233	0.04111	0.583	-0.55047	1.68819	-0.2417	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.28497
PP	1.0	2.67133	1.26233	0.04111	0.30802	-0.55047	1.68819	-0.0098	2.36562	-0.01253	0.2102	0.96301	4.65634	-4.28497
PP	1.0	-2.10223	1.26233	0.04111	0.10302	-0.31678	1.51352	0.74351	2.41835	0.08572	0.15682	0.96301	5.1757	-4.28497
PP	1.0	2.67133	1.26233	0.04111	0.51254	-0.31678	1.76725	-0.0944	2.13355	-0.01253	0.15682	0.96301	4.65634	-4.28497
PP	1.0	2.13978	1.26233	0.04111	-1.83862	-0.55047	1.68095	0.95996	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.28497
PP	1.0	2.67133	1.26233	0.04111	0.30802	-0.55047	1.68819	-0.2417	2.30141	-0.01253	0.2102	0.96301	4.65634	-4.28497
PP	1.0	2.13978	1.26233	0.04111	-1.83862	-0.55047	1.68819	1.30011	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.28497
PP	1.0	2.13978	1.26233	0.04111	-1.83862	-0.55047	1.68819	1.0278	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.28497
PP	1.0	2.13978	1.26233	0.04111	-1.83862	-0.55047	1.68819	0.95996	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.28497
PP	1.0	2.67133	1.26233	0.04111	0.30802	-0.55047	1.68819	-0.45159	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.28497
PP	1.0	2.67133	1.26233	0.04111	0.14844	-0.60835	1.68819	-0.2417	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.28497
PP	1.0	2.13978	1.26233	0.04111	-1.83862	-0.71877	1.68819	0.95996	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.28497
PP	1.0	2.67133	1.26233	0.04111	0.40638	-0.52259	1.68819	-0.2417	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.28497
PP	1.0	1.52433	1.26233	0.04111	-1.53845	-0.55047	1.68819	1.30011	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.28497
PP	1.0	2.13978	1.26233	0.04111	1.93695	-0.55047	1.68095	0.6803	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.28497
PP	1.0	2.17867	1.15321	0.04111	-1.83862	-0.47914	1.68095	1.07626	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.28497
PP	1.0	2.13978	1.26233	0.04111	-1.84627	-0.49183	1.68095	1.17058	2.18654	-0.01253	0.2102	0.96301	4.65634	-4.28497
PP	1.0	2.13978	1.26233	0.04111	-1.90068	-0.55047	1.68095	1.17058	2.18654	-0.01253	0.2102	0.96301	4.65634	-4.28497
PP	1.0	2.13978	1.26233	0.04111	-1.83862	-0.55047	1.68095	1.01282	2.31855	0.00358	0.2102	0.96301	4.65634	-4.28497
PP	1.0	2.13978	1.26233	0.04111	-1.83862	-0.71877	1.68819	0.95996	2.18007	-0.01253	0.2102	0.96301	4.65634	-4.28497
PP	1.0	2.13978	1.26233	0.04111	-1.83862	-0.55047	1.68095	-1.74006	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.28497
PP	1.0	2.13978	1.26233	0.04111	-1.83862	-0.55047	1.68095	0.4382	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.28497
PP	1.0	2.13978	1.26233	0.04111	-1.84627	-0.55047	1.68095	1.17058	2.14072	-0.01253	0.2102	0.96301	4.65634	-4.28497
PP	1.0	2.13978	1.26233	0.04111	-1.83862	-0.55047	1.68095	-2.20104	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.28497
PP	1.0	2.72085	1.26233	0.04111	-1.83862	-0.71877	1.68819	2.2559	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.28497
PP	1.0	2.13978	1.26233	0.04111	-1.83862	-0.82964	1.68819	0.95996	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.28497
PP	1.0	2.13978	1.26233	0.04111	-1.83862	-0.71877	1.68819	1.09894	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.28497
PP	1.0	2.72085	1.26233	0.04111	-1.83862	-0.71877	1.68819	2.69899	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.28497
PP	1.0	0.015	1.26233	0.04111	-1.83862	-0.71877	1.68819	2.15589	2.45838	-0.01253	0.2102	0.96301	4.65634	-4.28497
PP	1.0	2.13978	1.26233	0.04111	-1.83862	-0.80338	1.68819	1.00087	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.28497
PP	1.0	2.13978	1.26233	0.04111	-1.83862	-0.82964	1.66167	0.95101	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.28497
PP	1.0	2.13978	1.26233	0.04111	-1.83862	-0.71877	1.68819	1.50043	2.31855	-0.01253	0.2102	0.96301	4.66635	-4.28497
PP	1.0	2.13978	1.26233	0.04111	-1.83862	-0.82964	1.68819	-0.78306	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.28497
PP	1.0	2.13978	1.26233	0.04111	-1.83862	-0.71877	1.68819	0.74746	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.28497
PP	1.0	2.13978	1.19001	0.04111	-1.83862	-0.82964	1.68819	0.95996	2.31855	-0.01253	0.24554	0.96301	4.52277	-4.28497
PP	1.0	2.72085	1.26233	0.04111	-1.6488	-0.71877	1.68819	2.2559	2.27298	-0.01253	0.2102	0.96301	4.65634	-4.28497
PP	1.0	2.13978	1.26233	0.04111	-1.83862	-0.71877	1.68819	1.15418	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.28497
PP	1.0	2.13978	1.26233	0.04111	-1.83862	-0.38387	1.68095	1.20031	1.99555	-0.01253	0.2102	0.96301	4.65634	-4.28497
PP	1.0	2.13978	1.26233	0.04111	-1.83862	-0.5916	1.68095	0.95996	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.28497
PP	1.0	2.13978	1.26233	0.04111	-1.59897	-0.59566	1.68095	0.49412	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.23538
PP	1.0	2.13978	1.26233	0.04111	-2.1347	-1.10517	1.68095	0.95996	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.41714
PP	1.0	2.13978	1.26233	0.04111	-1.83862	-1.09503	1.68095	0.95996	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-1.68852	1.26233	0.04111	-1.83862	-0.5916	1.68095	0.95996	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-1.68852	1.26233	0.04111	-1.83862	-0.53185	1.68095	0.78458	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-1.68852	1.26233	0.04111	-1.83862	-0.5916	1.68095	0.92415	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-1.68852	1.26233	0.04111	-1.83862	-0.5916	1.68095	0.92415	2.31855	0.17129	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-0.9092	1.26233	0.04111	-1.83862	-0.5916	1.68095	0.95996	2.31855	0.00085	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-1.33153	1.26233	0.04111	-1.83862	-0.5916	1.68095	0.77904	2.19582	0.1593	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-1.68852	1.26233	0.04111	-1.90337	-0.53185	1.68095	0.76069	2.22735	0.12831	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-1.68852	1.26233	0.04111	0.91156	-0.5916	1.68095	0.92415	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-1.68852	1.26233	0.04111	-1.83862	-0.53185	1.68095	0.78458	2.17139	-0.0136	0.2102	0.96301	4.65634	-4.41714
PP	1.0	0.6302	1.26233	0.04111	-1.83862	-0.53185	1.68095	0.78458	2.31855	0.0093	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-1.68852	1.26233	0.04111	-1.83862	-0.94007	1.68095	0.92415	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-1.68852	1.26233	0.04111	-1.78047	-0.5916	1.68095	0.70575	2.31855	0.19445	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-1.68852	1.26233	0.04111	-1.83862	-0.61759	1.6793	0.95996	2.31855	-0.11224	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-1.68852	1.26233	0.04111	-1.83862	-0.53185	1.68095	-0.57299	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-1.79978	1.26233	0.04111	-1.60821	-0.5916	1.68095	0.92415	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-1.33153	1.26233	0.04111	-1.14791	-0.6042	1.65444	0.77904	2.20896	0.1593	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-1.33153	1.26233	0.04111	-1.54458	-0.6344	1.65444	0.51904	2.20896	0.1593	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-1.68852	1.26233	0.04111	-2.31899	-0.53185	1.68095	0.78458	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-1.68852	1.26233	0.04111	-2.15604	-0.5916	1.68095	0.64189	2.32939	-0.01253	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-1.64758	1.26233	0.04111	-0.27642	-0.53185	1.68095	0.33313	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-1.68852	1.26233	0.04111	-1.83862	-0.5916	1.68095	1.17446	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-1.15817	1.26233	0.04111	-1.49134	-0.6344	1.65444	0.77904	2.20896	0.1593	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-1.68852	1.26233	0.04111	-1.83862	-0.5916	1.68095	0.77933	2.28023	-0.01253	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-1.68852	1.26233	0.04111	-1.83862	-0.5916	1.68095	0.77933	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-1.33153	1.26233	0.04111	-1.87775	-0.6344	1.65444	0.77904	2.20896	0.1593	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-1.68852	1.26233	0.04111	-1.83862	-0.5916	1.68095	0.85861	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-1.68852	1.26233	0.04111	-1.83862	-0.63526	1.68095	0.92415	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-1.68852	1.26233	0.04111	0.89457	-0.53185	1.68095	0.78458	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-1.68852	1.26233	0.04111	-2.15604	-0.5916	1.68095	0.92415	2.31855	-0.04449	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-2.07906	1.26233	0.04111	-1.83862	-1.25843	1.68095	1.13638	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-1.79294	1.26233	0.04111	-1.32697	-0.53185	1.68095	0.78458	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-1.68852	1.26233	0.04111	-1.49101	-0.53185	1.72339	0.88947	2.13828	0.61105	0.2102	0.96301	4.52436	-4.41714
PP	1.0	-1.68852	1.26233	0.04111	-1.83862	-0.40271	1.68095	1.13638	2.31855	-0.1524	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-2.41143	1.26233	0.04111	-1.83862	-0.45761	1.68095	0.96746	2.28046	-0.01253	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-1.68852	1.26233	0.04111	-1.76862	-0.74036	1.72339	0.88947	2.31855	0.32641	0.2102	0.96301	4.52436	-4.25575
PP	1.0	-1.79294	1.26233	0.04111	-1.74402	-0.22871	1.68095	0.75703	1.97533	-0.01253	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-1.68852	1.26233	0.04111	-1.83862	-0.45761	1.68095	0.96746	2.23445	0.19697	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-1.68852	1.26233	0.04111	-1.83862	-0.5916	1.68095	1.13638	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-1.79294	1.26233	0.04111	-1.47802	-0.53185	1.68095	0.78458	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-1.68852	1.26233	0.04111	-1.81423	-0.5916	1.68095	0.92415	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-2.41143	1.26233	0.04111	-1.83862	-0.45761	1.68095	0.96746	2.2078	-0.06173	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-1.68852	1.26233	0.04111	-1.57277	-0.81756	1.68095	0.99499	2.31855	-0.12062	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-1.68852	1.26233	0.04111	-1.83862	-0.94007	1.68095	0.67708	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-1.68852	1.26233	0.04111	-1.78547	-1.06878	1.68095	0.99499	2.31855	-0.01253	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-2.41143	1.26233	0.04111	-1.89801	-0.63594	1.68095	1.28092	2.0599	0.23047	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-1.83763	1.26233	0.04111	-1.83862	-0.94007	1.68095	0.92415	2.16872	0.14009	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-1.80384	1.17306	0.04111	-1.61182	-0.5916	1.68095	0.94586	2.36873	0.06407	0.2102	0.96301	4.71106	-4.41714
PP	1.0	-1.68852	1.26233	0.04111	-1.83862	-1.02163	1.68095	0.92415	2.31855	0.13653	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-2.41143	1.26233	0.04111	-1.64949	-0.45761	1.71269	0.96746	2.2078	-0.06173	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-1.80384	1.17306	0.04111	-1.5353	-0.5916	1.68095	0.94586	2.36873	0.06407	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-1.80384	1.17306	0.04111	-1.5353	-0.68434	1.68095	0.94586	2.36873	0.02613	0.2102	0.96301	4.65634	-4.41714
PP	1.0	-1.68852	1.26233	0.04111	-1.83862	-0.94007	1.68095	0.92415	2.44614	-0.01253	0.2102	0.96301	4.65634	-4.41714
